id	proteins	go_cell	go_mol	go_bio	nb_proteins	mass_mean	length_mean
3.0.0.41	P06100 	cytoplasmic mRNA processing body [GO:0000932] CCR4-NOT core complex [GO:0030015] cytoplasm [GO:0005737] nucleus [GO:0005634] 	 	negative regulation of translation [GO:0017148] nuclear-transcribed mRNA catabolic process, deadenylation-dependent decay [GO:0000288] protein ubiquitination [GO:0016567] positive regulation of transcription elongation from RNA polymerase II promoter [GO:0032968] nuclear-transcribed mRNA poly(A) tail shortening [GO:0000289] transcription elongation from RNA polymerase II promoter [GO:0006368] regulation of cell cycle [GO:0051726] deadenylation-dependent decapping of nuclear-transcribed mRNA [GO:0000290] deadenylation-independent decapping of nuclear-transcribed mRNA [GO:0031087] regulation of transcription from RNA polymerase II promoter [GO:0006357] response to pheromone involved in conjugation with cellular fusion [GO:0000749] 	1	22363.0	191.0
3.0.0.42	P38082 	nucleus [GO:0005634] 	metal ion binding [GO:0046872] sequence-specific DNA binding [GO:0043565] 	pseudohyphal growth [GO:0007124] negative regulation of cellular hyperosmotic salinity response by negative regulation of transcription from RNA polymerase II promoter [GO:1900464] negative regulation of transcription from RNA polymerase II promoter by glucose [GO:0000433] transcription, DNA-templated [GO:0006351] negative regulation of invasive growth in response to glucose limitation by negative regulation of transcription from RNA polymerase II promoter [GO:1900460] negative regulation of invasive growth in response to glucose limitation [GO:2000218] cell adhesion involved in single-species biofilm formation [GO:0043709] 	1	25009.0	220.0
3.0.0.43	P25637 	nucleus [GO:0005634] cytoplasm [GO:0005737] 	actin monomer binding [GO:0003785] protein kinase inhibitor activity [GO:0004860] ribosome binding [GO:0043022] 	cellular response to amino acid starvation [GO:0034198] negative regulation of kinase activity [GO:0033673] negative regulation of protein complex assembly [GO:0031333] regulation of eIF2 alpha phosphorylation by amino acid starvation [GO:0060733] negative regulation of protein phosphorylation [GO:0001933] 	1	29017.0	258.0
3.0.1	P25373 Q03835 P22217 P22803 P32642 Q05926 	cytoplasm [GO:0005737] 	disulfide oxidoreductase activity [GO:0015036] glutathione peroxidase activity [GO:0004602] electron carrier activity [GO:0009055] protein disulfide oxidoreductase activity [GO:0015035] glutathione transferase activity [GO:0004364] 	cellular response to oxidative stress [GO:0034599] protein glutathionylation [GO:0010731] cell redox homeostasis [GO:0045454] 	6	17182.0	153.333333333
3.0.1.0	P25373 Q03835 P32642 Q05926 	cytoplasm [GO:0005737] 	disulfide oxidoreductase activity [GO:0015036] glutathione peroxidase activity [GO:0004602] electron carrier activity [GO:0009055] protein disulfide oxidoreductase activity [GO:0015035] glutathione transferase activity [GO:0004364] 	cellular response to oxidative stress [GO:0034599] protein glutathionylation [GO:0010731] cell redox homeostasis [GO:0045454] 	4	20163.25	178.25
3.0.1.1	P22217 P22803 	mitochondrial intermembrane space [GO:0005758] Golgi membrane [GO:0000139] fungal-type vacuole [GO:0000324] cytosol [GO:0005829] nucleus [GO:0005634] 	disulfide oxidoreductase activity [GO:0015036] protein disulfide oxidoreductase activity [GO:0015035] oxidoreductase activity, acting on a sulfur group of donors, disulfide as acceptor [GO:0016671] 	cellular response to oxidative stress [GO:0034599] glycerol ether metabolic process [GO:0006662] protein folding [GO:0006457] protein deglutathionylation [GO:0080058] ER to Golgi vesicle-mediated transport [GO:0006888] deoxyribonucleotide biosynthetic process [GO:0009263] protein transport [GO:0015031] vacuole inheritance [GO:0000011] retrograde vesicle-mediated transport, Golgi to ER [GO:0006890] vacuole fusion, non-autophagic [GO:0042144] sulfate assimilation [GO:0000103] cell redox homeostasis [GO:0045454] 	2	11219.5	103.5
3.0.2	P47119 	nucleus [GO:0005634] cytoplasm [GO:0005737] 	UTP diphosphatase activity [GO:0036221] dUTP diphosphatase activity [GO:0004170] GTP diphosphatase activity [GO:0036219] dCTP diphosphatase activity [GO:0047840] metal ion binding [GO:0046872] dITP diphosphatase activity [GO:0035870] dGTP diphosphatase activity [GO:0036217] nucleotide binding [GO:0000166] dTTP diphosphatase activity [GO:0036218] ITP diphosphatase activity [GO:0036220] XTP diphosphatase activity [GO:0036222] dATP pyrophosphohydrolase activity [GO:0008828] 	purine deoxyribonucleoside triphosphate catabolic process [GO:0009217] nucleotide metabolic process [GO:0009117] pyrimidine deoxyribonucleoside triphosphate catabolic process [GO:0009213] 	1	22093.0	197.0
3.0.3	Q12318 Q06630 	nucleus [GO:0005634] replication fork [GO:0005657] site of double-strand break [GO:0035861] Shu complex [GO:0097196] Rad51B-Rad51C-Rad51D-XRCC2 complex [GO:0033063] 	recombinase activity [GO:0000150] single-stranded DNA binding [GO:0003697] four-way junction DNA binding [GO:0000400] double-stranded DNA binding [GO:0003690] DNA-dependent ATPase activity [GO:0008094] 	response to ionizing radiation [GO:0010212] mitotic recombination [GO:0006312] strand invasion [GO:0042148] reciprocal meiotic recombination [GO:0007131] meiotic DNA recombinase assembly [GO:0000707] DNA recombinase assembly [GO:0000730] recombinational repair [GO:0000725] error-free translesion synthesis [GO:0070987] 	2	27573.0	234.0
3.0.3.0	Q12318 	nucleus [GO:0005634] replication fork [GO:0005657] site of double-strand break [GO:0035861] Shu complex [GO:0097196] Rad51B-Rad51C-Rad51D-XRCC2 complex [GO:0033063] 	recombinase activity [GO:0000150] single-stranded DNA binding [GO:0003697] four-way junction DNA binding [GO:0000400] double-stranded DNA binding [GO:0003690] DNA-dependent ATPase activity [GO:0008094] 	response to ionizing radiation [GO:0010212] mitotic recombination [GO:0006312] strand invasion [GO:0042148] reciprocal meiotic recombination [GO:0007131] meiotic DNA recombinase assembly [GO:0000707] DNA recombinase assembly [GO:0000730] recombinational repair [GO:0000725] error-free translesion synthesis [GO:0070987] 	1	28251.0	242.0
3.0.3.1	Q06630 	mitochondrial large ribosomal subunit [GO:0005762] nucleus [GO:0005634] mitochondrion [GO:0005739] 	recombinase activity [GO:0000150] single-stranded DNA binding [GO:0003697] structural constituent of ribosome [GO:0003735] DNA binding [GO:0003677] 	cellular response to oxidative stress [GO:0034599] regulation of transcription, DNA-templated [GO:0006355] DNA recombination [GO:0006310] transcription, DNA-templated [GO:0006351] positive regulation of mitochondrial DNA replication [GO:0090297] mitochondrial translation [GO:0032543] mitochondrial genome maintenance [GO:0000002] 	1	26895.0	226.0
3.0.4	P41817 P32338 P15315 Q03125 Q06596 P38304 P32805 	nucleus [GO:0005634] 	RNA polymerase II core promoter proximal region sequence-specific DNA binding [GO:0000978] RNA polymerase II transcription factor activity, sequence-specific transcription regulatory region DNA binding [GO:0001133] RNA polymerase II repressing transcription factor binding [GO:0001103] 	negative regulation of dipeptide transport by negative regulation of transcription from RNA polymerase II promoter [GO:0035955] negative regulation of oligopeptide transport by negative regulation of transcription from RNA polymerase II promoter [GO:0035952] 	7	30316.4285714	268.285714286
3.0.4.0	P41817 P15315 Q06596 P38304 P32805 	nucleus [GO:0005634] 	RNA polymerase II core promoter proximal region sequence-specific DNA binding [GO:0000978] RNA polymerase II transcription factor activity, sequence-specific transcription regulatory region DNA binding [GO:0001133] RNA polymerase II repressing transcription factor binding [GO:0001103] 	negative regulation of dipeptide transport by negative regulation of transcription from RNA polymerase II promoter [GO:0035955] negative regulation of oligopeptide transport by negative regulation of transcription from RNA polymerase II promoter [GO:0035952] 	5	30313.6	269.4
3.0.4.1	P32338 	nucleus [GO:0005634] 	metal ion binding [GO:0046872] RNA polymerase II transcription factor activity, sequence-specific DNA binding [GO:0000981] RNA polymerase II core promoter proximal region sequence-specific DNA binding [GO:0000978] 	positive regulation of invasive growth in response to glucose limitation by positive regulation of transcription from RNA polymerase II promoter [GO:0036095] negative regulation of transcription involved in meiotic cell cycle [GO:0051038] mitotic nuclear division [GO:0007067] cell division [GO:0051301] transcription, DNA-templated [GO:0006351] positive regulation of transcription from RNA polymerase II promoter [GO:0045944] negative regulation of transcription from RNA polymerase II promoter [GO:0000122] positive regulation of transcription involved in G1/S transition of mitotic cell cycle [GO:0071931] negative regulation of meiotic nuclear division [GO:0045835] 	1	33904.0	300.0
3.0.4.2	Q03125 	nucleus [GO:0005634] 	metal ion binding [GO:0046872] transcriptional repressor activity, RNA polymerase II transcription factor binding [GO:0001191] transcriptional repressor activity, RNA polymerase II core promoter proximal region sequence-specific binding [GO:0001078] RNA polymerase II repressing transcription factor binding [GO:0001103] RNA polymerase II core promoter proximal region sequence-specific DNA binding [GO:0000978] 	pseudohyphal growth [GO:0007124] negative regulation of cellular hyperosmotic salinity response by negative regulation of transcription from RNA polymerase II promoter [GO:1900464] cellular hyperosmotic salinity response [GO:0071475] negative regulation of transcription from RNA polymerase II promoter by glucose [GO:0000433] negative regulation of invasive growth in response to glucose limitation by negative regulation of transcription from RNA polymerase II promoter [GO:1900460] transcription, DNA-templated [GO:0006351] negative regulation of cellular response to alkaline pH by negative regulation of transcription from RNA polymerase II promoter [GO:1900463] single-species surface biofilm formation [GO:0090606] negative regulation of invasive growth in response to glucose limitation [GO:2000218] negative regulation of transcription from RNA polymerase II promoter [GO:0000122] 	1	26743.0	231.0
3.0.5	P40569 Q02710 Q07928 	nucleus [GO:0005634] transcription factor complex [GO:0005667] 	chromatin binding [GO:0003682] RNA polymerase II regulatory region sequence-specific DNA binding [GO:0000977] transcription factor activity, sequence-specific DNA binding [GO:0003700] RNA polymerase II transcription factor binding [GO:0001085] transcriptional activator activity, RNA polymerase II transcription regulatory region sequence-specific binding [GO:0001228] zinc ion binding [GO:0008270] 	transcription, DNA-templated [GO:0006351] cell differentiation [GO:0030154] 	3	16623.3333333	149.666666667
3.0.5.0	P40569 Q02710 Q07928 	nucleus [GO:0005634] transcription factor complex [GO:0005667] 	chromatin binding [GO:0003682] RNA polymerase II regulatory region sequence-specific DNA binding [GO:0000977] transcription factor activity, sequence-specific DNA binding [GO:0003700] RNA polymerase II transcription factor binding [GO:0001085] transcriptional activator activity, RNA polymerase II transcription regulatory region sequence-specific binding [GO:0001228] zinc ion binding [GO:0008270] 	transcription, DNA-templated [GO:0006351] cell differentiation [GO:0030154] 	3	16623.3333333	149.666666667
3.0.6	Q99321 	nucleus [GO:0005634] cytoplasm [GO:0005737] 	endopolyphosphatase activity [GO:0000298] bis(5'-adenosyl)-pentaphosphatase activity [GO:0034432] inositol-3-diphosphate-1,2,4,5,6-pentakisphosphate diphosphatase activity [GO:0052844] inositol diphosphate tetrakisphosphate diphosphatase activity [GO:0052840] phosphodiesterase decapping endonuclease activity [GO:1990174] inositol-3,5-bisdiphosphate-2,3,4,6-tetrakisphosphate 5-diphosphatase activity [GO:0052848] m7G(5')pppN diphosphatase activity [GO:0050072] inositol-1,5-bisdiphosphate-2,3,4,6-tetrakisphosphate 5-diphosphatase activity [GO:0052847] bis(5'-adenosyl)-hexaphosphatase activity [GO:0034431] metal ion binding [GO:0046872] inositol-1-diphosphate-2,3,4,5,6-pentakisphosphate diphosphatase activity [GO:0052843] inositol-5-diphosphate-1,2,3,4,6-pentakisphosphate diphosphatase activity [GO:0052845] diphosphoinositol-polyphosphate diphosphatase activity [GO:0008486] inositol-1,5-bisdiphosphate-2,3,4,6-tetrakisphosphate 1-diphosphatase activity [GO:0052846] 	diphosphoinositol polyphosphate metabolic process [GO:0071543] diadenosine polyphosphate catabolic process [GO:0015961] polyphosphate catabolic process [GO:0006798] inositol phosphate dephosphorylation [GO:0046855] diadenosine pentaphosphate catabolic process [GO:1901907] diadenosine hexaphosphate catabolic process [GO:1901909] adenosine 5'-(hexahydrogen pentaphosphate) catabolic process [GO:1901911] 	1	21572.0	188.0
3.0.7	P07273 P40072 P53849 	nucleus [GO:0005634] 	RNA polymerase II core binding [GO:0000993] zinc ion binding [GO:0008270] RNA polymerase II regulatory region DNA binding [GO:0001012] transcription factor activity, core RNA polymerase II recruiting [GO:0001139] 	transcription antitermination [GO:0031564] transcription elongation from RNA polymerase I promoter [GO:0006362] transcription from RNA polymerase III promoter [GO:0006383] regulation of mRNA 3'-end processing [GO:0031440] transcription elongation from RNA polymerase II promoter [GO:0006368] positive regulation of transcription elongation from RNA polymerase II promoter [GO:0032968] tRNA transcription from RNA polymerase III promoter [GO:0042797] maintenance of transcriptional fidelity during DNA-templated transcription elongation from RNA polymerase II promoter [GO:0001193] positive regulation of RNA polymerase II transcriptional preinitiation complex assembly [GO:0045899] transcription initiation from RNA polymerase II promoter [GO:0006367] 	3	27570.0	245.333333333
3.0.7.0	P07273 	nucleus [GO:0005634] 	RNA polymerase II core binding [GO:0000993] zinc ion binding [GO:0008270] RNA polymerase II regulatory region DNA binding [GO:0001012] transcription factor activity, core RNA polymerase II recruiting [GO:0001139] 	transcription antitermination [GO:0031564] transcription elongation from RNA polymerase I promoter [GO:0006362] transcription from RNA polymerase III promoter [GO:0006383] regulation of mRNA 3'-end processing [GO:0031440] transcription elongation from RNA polymerase II promoter [GO:0006368] positive regulation of transcription elongation from RNA polymerase II promoter [GO:0032968] tRNA transcription from RNA polymerase III promoter [GO:0042797] maintenance of transcriptional fidelity during DNA-templated transcription elongation from RNA polymerase II promoter [GO:0001193] positive regulation of RNA polymerase II transcriptional preinitiation complex assembly [GO:0045899] transcription initiation from RNA polymerase II promoter [GO:0006367] 	1	34843.0	309.0
3.0.7.1	P40072 P53849 	nucleus [GO:0005634] condensed nuclear chromosome kinetochore [GO:0000778] SUMO-targeted ubiquitin ligase complex [GO:0033768] nucleolus [GO:0005730] 	zinc ion binding [GO:0008270] ligase activity [GO:0016874] SUMO polymer binding [GO:0032184] ubiquitin-protein transferase activity [GO:0004842] ubiquitin protein ligase activity [GO:0061630] 	protein sumoylation [GO:0016925] telomere maintenance [GO:0000723] DNA repair [GO:0006281] negative regulation of protein sumoylation [GO:0033234] protein ubiquitination [GO:0016567] proteasome-mediated ubiquitin-dependent protein catabolic process [GO:0043161] cellular response to DNA damage stimulus [GO:0006974] 	2	23933.5	213.5
3.0.8	P13393 	nucleus [GO:0005634] nucleoplasm [GO:0005654] transcription factor TFIID complex [GO:0005669] transcription factor TFIIIB complex [GO:0000126] 	transcription factor activity, RNA polymerase II core promoter sequence-specific binding involved in preinitiation complex assembly [GO:0001075] RNA polymerase III regulatory region DNA binding [GO:0001016] chromatin binding [GO:0003682] DNA binding, bending [GO:0008301] transcription factor activity, RNA polymerase I transcription factor recruiting [GO:0001186] TFIIIB-type transcription factor activity [GO:0001026] RNA polymerase I transcription factor binding [GO:0001179] RNA polymerase II core promoter sequence-specific DNA binding [GO:0000979] RNA polymerase II activating transcription factor binding [GO:0001102] 	transcription from RNA polymerase III promoter [GO:0006383] transcription elongation from RNA polymerase III promoter [GO:0006385] transcription of nuclear large rRNA transcript from RNA polymerase I promoter [GO:0042790] RNA polymerase II transcriptional preinitiation complex assembly [GO:0051123] transposon integration [GO:0070893] RNA polymerase III transcriptional preinitiation complex assembly [GO:0070898] 	1	27003.0	240.0
3.0.9	P49957 	nucleus [GO:0005634] cytoplasm [GO:0005737] 	tRNA methyltransferase activity [GO:0008175] tRNA binding [GO:0000049] oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, 2-oxoglutarate as one donor, and incorporation of one atom each of oxygen into both donors [GO:0016706] ferrous iron binding [GO:0008198] tRNA (uracil) methyltransferase activity [GO:0016300] 	tRNA wobble uridine modification [GO:0002098] tRNA modification [GO:0006400] cellular response to drug [GO:0035690] regulation of translational elongation [GO:0006448] tRNA methylation [GO:0030488] chronological cell aging [GO:0001300] 	1	32439.0	279.0
3.0.10	P38879 	nucleus [GO:0005634] nascent polypeptide-associated complex [GO:0005854] 	phosphatidylinositol-3,5-bisphosphate binding [GO:0080025] phosphatidylinositol-3-phosphate binding [GO:0032266] phosphatidic acid binding [GO:0070300] unfolded protein binding [GO:0051082] phosphatidylinositol-4-phosphate binding [GO:0070273] 	'de novo' cotranslational protein folding [GO:0051083] posttranslational protein targeting to membrane [GO:0006620] 	1	18709.0	174.0
3.0.11	P03069 	nucleus [GO:0005634] transcription factor complex [GO:0005667] nuclear chromatin [GO:0000790] 	transcriptional repressor activity, RNA polymerase II transcription factor binding [GO:0001191] chromatin binding [GO:0003682] sequence-specific DNA binding [GO:0043565] transcription factor activity, sequence-specific DNA binding [GO:0003700] transcription factor activity, RNA polymerase II transcription factor recruiting [GO:0001135] RNA polymerase II core promoter proximal region sequence-specific DNA binding [GO:0000978] transcription factor activity, TFIID-class binding [GO:0001084] RNA polymerase II transcription factor activity, sequence-specific DNA binding [GO:0000981] transcriptional activator activity, RNA polymerase II transcription factor binding [GO:0001190] 	cellular amino acid biosynthetic process [GO:0008652] positive regulation of transcription initiation from RNA polymerase II promoter [GO:0060261] nitrogen catabolite activation of transcription from RNA polymerase II promoter [GO:0001080] positive regulation of cellular response to amino acid starvation [GO:1903833] negative regulation of transcription from RNA polymerase II promoter [GO:0000122] negative regulation of ribosomal protein gene transcription from RNA polymerase II promoter in response to nutrient levels [GO:0010691] positive regulation of RNA polymerase II transcriptional preinitiation complex assembly [GO:0045899] 	1	31310.0	281.0
3.0.12	P22134 	nucleus [GO:0005634] 	alkylbase DNA N-glycosylase activity [GO:0003905] DNA-7-methylguanine glycosylase activity [GO:0043916] damaged DNA binding [GO:0003684] DNA-3-methyladenine glycosylase activity [GO:0008725] DNA-3-methylguanine glycosylase activity [GO:0052822] DNA-7-methyladenine glycosylase activity [GO:0052821] 	base-excision repair, AP site formation [GO:0006285] DNA dealkylation involved in DNA repair [GO:0006307] 	1	34333.0	296.0
3.0.13	P34162 P32585 	mediator complex [GO:0016592] core mediator complex [GO:0070847] 	RNA polymerase II transcription coactivator activity involved in preinitiation complex assembly [GO:0001128] RNA polymerase II transcription factor activity, TBP-class protein binding, involved in preinitiation complex assembly [GO:0001129] transcription factor activity, RNA polymerase II transcription factor recruiting [GO:0001135] transcription factor activity, core RNA polymerase II binding [GO:0000991] protein domain specific binding [GO:0019904] 	negative regulation of ribosomal protein gene transcription from RNA polymerase II promoter in response to chemical stimulus [GO:0010689] negative regulation of ribosomal protein gene transcription from RNA polymerase II promoter in response to nutrient levels [GO:0010691] RNA polymerase II transcriptional preinitiation complex assembly [GO:0051123] positive regulation of transcription from RNA polymerase II promoter [GO:0045944] 	2	28591.5	258.5
3.0.13.0	P34162 P32585 	mediator complex [GO:0016592] core mediator complex [GO:0070847] 	RNA polymerase II transcription coactivator activity involved in preinitiation complex assembly [GO:0001128] RNA polymerase II transcription factor activity, TBP-class protein binding, involved in preinitiation complex assembly [GO:0001129] transcription factor activity, RNA polymerase II transcription factor recruiting [GO:0001135] transcription factor activity, core RNA polymerase II binding [GO:0000991] protein domain specific binding [GO:0019904] 	negative regulation of ribosomal protein gene transcription from RNA polymerase II promoter in response to chemical stimulus [GO:0010689] negative regulation of ribosomal protein gene transcription from RNA polymerase II promoter in response to nutrient levels [GO:0010691] RNA polymerase II transcriptional preinitiation complex assembly [GO:0051123] positive regulation of transcription from RNA polymerase II promoter [GO:0045944] 	2	28591.5	258.5
3.0.14	P14065 Q07551 	cytoplasm [GO:0005737] 	alditol:NADP+ 1-oxidoreductase activity [GO:0004032] glycerol dehydrogenase [NAD(P)+] activity [GO:1990042] aldo-keto reductase (NADP) activity [GO:0004033] glycerol 2-dehydrogenase (NADP+) activity [GO:0047953] mRNA binding [GO:0003729] oxidoreductase activity [GO:0016491] 	D-xylose catabolic process [GO:0042843] cellular response to oxidative stress [GO:0034599] arabinose catabolic process [GO:0019568] glycerol metabolic process [GO:0006071] 	2	35320.0	312.0
3.0.14.0	P14065 Q07551 	cytoplasm [GO:0005737] 	alditol:NADP+ 1-oxidoreductase activity [GO:0004032] glycerol dehydrogenase [NAD(P)+] activity [GO:1990042] aldo-keto reductase (NADP) activity [GO:0004033] glycerol 2-dehydrogenase (NADP+) activity [GO:0047953] mRNA binding [GO:0003729] oxidoreductase activity [GO:0016491] 	D-xylose catabolic process [GO:0042843] cellular response to oxidative stress [GO:0034599] arabinose catabolic process [GO:0019568] glycerol metabolic process [GO:0006071] 	2	35320.0	312.0
3.1	P25378 Q03048 P40422 P32914 Q08561 P53047 P40169 Q99219 Q04603 Q12359 P36131 P20486 P02293 P02294 P40440 P53724 P40857 P40858 Q03435 P39545 P38234 P43552 P0CD98 P0CD90 P0CD91 Q05827 Q12370 P25337 Q04477 P47111 Q07872 P43614 P46999 P26754 P26755 Q12143 P37298 P38210 P38212 Q04868 P53881 Q04396 P43575 P27344 P53227 P53223 P0CE85 P0CE89 Q06090 P35994 P35996 Q02774 P43639 Q03981 P40100 P36057 P38902 Q12125 P38279 P38276 P06781 P34760 Q12335 P25299 P54003 P13856 P18414 Q12692 P53921 P36528 P36521 P36526 Q12107 P38784 Q3E752 Q3E755 Q3E756 Q06688 Q06686 P51998 Q12487 P32781 P0CE69 Q02685 P10834 P42844 P38064 Q06152 Q08322 P53900 P53904 Q04549 P04911 P04912 P25554 P36014 Q3E770 P40509 Q3E6R4 P53068 P38910 P0CE93 P0CE92 P40975 Q06835 Q06162 P17890 O13539 P25577 P40565 P40567 P31377 P47032 Q12288 P22354 P32602 P14741 P20434 P06704 Q07350 P32854 Q99181 P0CX18 P0CX19 Q07651 P32447 Q03954 Q12184 P69850 P69851 P69852 Q03096 P46670 P01119 P21825 P12962 Q03390 Q04272 P36095 P40587 P40585 P40581 P38729 P38725 Q12421 Q12425 P35727 P35723 Q05027 Q04487 P0CE86 P0CE87 P0CE88 Q04734 P21801 P53427 Q06702 Q06703 P53168 P53163 P25649 P25642 P61830 Q2V2P5 Q2V2P8 P33331 Q12057 Q12056 Q08931 Q12445 P20435 P20436 Q3E823 Q3E821 Q3E829 P05317 P0CF19 P11746 P50945 P38689 P18562 P53147 P53146 P40014 Q08873 Q07930 Q02159 P20084 P0CF33 Q12262 P46965 P33122 Q3E784 Q3E785 P31787 Q04210 Q06651 P49017 P25601 P25600 P25607 P40031 Q02651 P36162 Q12010 Q12016 P56508 P39929 P38341 P38345 P00572 Q6Q560 P22353 Q12248 Q12245 Q12241 Q06236 P38429 P38428 Q07549 P53964 P25626 P26448 Q12382 P36108 Q12030 P46993 P07253 P25368 P40414 P32774 P32907 P32904 P32903 P53718 Q04599 Q04598 P38197 Q06616 P48363 P19211 P25348 Q03050 P53732 P26364 P23369 P40155 P38815 P38812 Q12173 Q03429 P39731 Q12345 P50087 Q08553 Q08558 P53975 Q00381 P23301 P38832 Q12157 Q06389 P38224 P18852 P32773 Q12091 Q12092 Q05521 Q96VG5 P43605 P46984 P46988 P32345 P53551 P38930 P69771 P32573 P53896 Q08457 P22203 P38763 P40491 P47149 P53930 Q07821 P52553 P38874 P36519 P38260 P38264 Q08692 Q08474 Q12320 Q8TGN9 P18408 Q03323 P47167 Q06676 Q05777 P53913 Q02204 P36534 P36533 P36532 P36531 Q06328 P40513 P40518 P53875 P39110 P39111 Q04368 Q12493 P53279 P53271 Q07951 P48606 P33204 P16370 O14464 P53237 Q04307 Q08245 P01149 P32800 P25719 Q03193 P38166 P20604 P32612 P32610 P32617 P43682 P40080 P40554 P40553 P40558 Q06580 Q03530 P32860 P87284 P33421 P38143 P32459 P00447 P53600 P48232 Q08963 Q03880 P35718 P05737 P38123 P32435 P32388 P32387 P53195 P40045 P40043 P40040 P19956 P19955 P47064 P35734 P28000 Q08230 P14120 Q04493 P22139 Q08003 P53178 P47076 P43595 P43594 Q12400 Q12254 Q2V2Q2 P40060 P40065 P38733 Q06071 Q3E835 Q3E830 P17536 P0CE91 P0CE90 Q04839 P0C074 P34166 P34165 P53158 P53330 P53843 P25587 P25585 P40005 Q12067 Q03020 P02309 Q07458 Q07451 Q96VH5 P38317 Q03071 Q06991 P53139 P25610 P14066 P14063 Q12008 Q12009 P38337 P23285 P0CF20 Q02521 Q12270 P36523 P53343 Q02784 Q02786 P36525 P36527 Q05788 Q04201 P53117 P39742 P14306 Q02647 Q06543 Q03067 Q06549 P39005 Q12253 Q12255 Q00453 P40185 P40366 P38632 Q04082 P28272 Q05863 P41912 P38620 P53538 P36110 Q99314 P32524 P31334 	extrinsic component of plasma membrane [GO:0019897] cytosol [GO:0005829] 	GTPase activity [GO:0003924] GTP binding [GO:0005525] 	small GTPase mediated signal transduction [GO:0007264] lysine transport [GO:0015819] retrograde transport, endosome to Golgi [GO:0042147] arginine transport [GO:0015809] 	447	22099.7315436	195.612975391
